,id,isResult,side,datetime,result,h.id,h.title,h.short_title,a.id,a.title,a.short_title,goals.h,goals.a,xG.h,xG.a,forecast.w,forecast.d,forecast.l
32,8205,True,h,2018-04-18 19:30:00,d,150,Real Madrid,RMA,147,Athletic Club,ATH,1,1,1.42965,0.929328,0.48663684448816724,0.26850063220678466,0.244862523262139
33,8228,True,h,2018-04-28 00:00:00,w,150,Real Madrid,RMA,159,Leganes,LEG,2,1,1.77458,2.02363,0.3451662422789761,0.21147198182379942,0.44336177058633275
34,8236,True,a,2018-05-06 19:45:00,d,148,Barcelona,BAR,150,Real Madrid,RMA,2,2,1.31039,1.69458,0.2970707963771045,0.2379731897536365,0.4649560134280004
35,8215,True,a,2018-05-09 20:30:00,l,138,Sevilla,SEV,150,Real Madrid,RMA,3,2,2.42064,2.27979,0.4305068942767496,0.18934971933508193,0.3801433192292002
36,8247,True,h,2018-05-12 17:30:00,w,150,Real Madrid,RMA,152,Celta Vigo,CEL,6,0,1.95788,0.202932,0.8029947950559118,0.16576834727536394,0.031236854743214696
37,8256,True,a,2018-05-19 00:00:00,d,154,Villarreal,VIL,150,Real Madrid,RMA,2,2,1.35791,1.06317,0.4352074041693561,0.2714801984269585,0.2933123973818346
0,9964,True,h,2018-08-19 23:15:00,w,150,Real Madrid,RMA,142,Getafe,GET,2,0,1.16219,0.188446,0.6213692444704101,0.31899886971324837,0.05963188581388407
1,9974,True,a,2018-08-26 23:15:00,w,223,Girona,GIR,150,Real Madrid,RMA,1,4,0.502361,4.09404,0.01520124954739952,0.044282673652000316,0.9404901742906233
2,9982,True,h,2018-09-01 18:45:00,w,150,Real Madrid,RMA,159,Leganes,LEG,4,1,2.31092,1.00157,0.6668063942871465,0.1840575701305815,0.14913601024817139
3,9991,True,a,2018-09-15 18:45:00,d,147,Athletic Club,ATH,150,Real Madrid,RMA,1,1,1.45129,1.95843,0.28619033319839166,0.2190221928188697,0.4947874709938304
4,9998,True,h,2018-09-22 18:45:00,w,150,Real Madrid,RMA,141,Espanyol,ESP,1,0,1.08701,0.424687,0.52163836160034,0.33471315859669637,0.14364847980199663
5,10016,True,a,2018-09-26 20:00:00,l,138,Sevilla,SEV,150,Real Madrid,RMA,3,0,2.29262,1.55351,0.543133236054864,0.19890915166358536,0.2579575892777983
6,10022,True,h,2018-09-29 18:45:00,d,150,Real Madrid,RMA,143,Atletico Madrid,ATL,0,0,1.13552,0.661567,0.47024324805412565,0.31575538413157883,0.21400136781251572
7,10027,True,a,2018-10-06 16:30:00,l,158,Alaves,ALA,150,Real Madrid,RMA,1,0,1.16947,0.872949,0.42664639298598583,0.3000246484351414,0.2733289585761478
8,10046,True,h,2018-10-20 11:00:00,l,150,Real Madrid,RMA,151,Levante,LEV,1,2,3.02601,1.83965,0.6191838412322261,0.16345315429767598,0.21736225826931663
9,10047,True,a,2018-10-28 14:15:00,l,148,Barcelona,BAR,150,Real Madrid,RMA,5,1,3.15939,2.11339,0.5911181394625811,0.1623985271415743,0.24648206789461669
10,10065,True,h,2018-11-03 15:15:00,w,150,Real Madrid,RMA,231,Real Valladolid,VAL,2,0,1.93382,1.1095,0.5655562185382831,0.2198334550315042,0.2146103239436771
11,10074,True,a,2018-11-11 19:45:00,w,152,Celta Vigo,CEL,150,Real Madrid,RMA,2,4,0.698688,2.7089,0.07121080962634514,0.13250455405599873,0.7962844464361818
12,10084,True,a,2018-11-24 12:00:00,l,156,Eibar,EIB,150,Real Madrid,RMA,3,0,3.98937,1.10765,0.8613332269317463,0.08250109079185022,0.056146342139042
13,10092,True,h,2018-12-01 19:45:00,w,150,Real Madrid,RMA,146,Valencia,VAL,2,0,0.966947,0.974267,0.340996394237847,0.31412606826931855,0.3448775374924398
14,10103,True,a,2018-12-09 15:15:00,w,232,SD Huesca,HUE,150,Real Madrid,RMA,0,1,1.04156,0.460413,0.4956634532679648,0.34298684417558806,0.16134970255591544
15,10116,True,h,2018-12-15 17:30:00,w,150,Real Madrid,RMA,145,Rayo Vallecano,RVL,1,0,1.25069,0.588603,0.5257750966790348,0.2993044236679566,0.17492047964620494
16,10126,True,a,2019-01-03 20:30:00,d,154,Villarreal,VIL,150,Real Madrid,RMA,2,2,1.01914,1.39918,0.2741018694773825,0.2692127477519755,0.45668538273837456
17,10133,True,h,2019-01-06 17:30:00,l,150,Real Madrid,RMA,140,Real Sociedad,SOC,0,2,2.2027,2.29324,0.38639789632545596,0.194136838875129,0.4194652282055768
18,10143,True,a,2019-01-13 19:45:00,w,153,Real Betis,BET,150,Real Madrid,RMA,1,2,0.688888,0.757727,0.29193754244740855,0.37521746996456107,0.3328449875880227
19,10150,True,h,2019-01-19 15:15:00,w,150,Real Madrid,RMA,138,Sevilla,SEV,2,0,1.59927,0.396637,0.6753775516269833,0.23676194865892988,0.08786049951766008
20,10163,True,a,2019-01-27 19:45:00,w,141,Espanyol,ESP,150,Real Madrid,RMA,2,4,1.20349,2.37579,0.17976731370594182,0.18642130931559078,0.6338113408425006
21,10172,True,h,2019-02-03 19:45:00,w,150,Real Madrid,RMA,158,Alaves,ALA,3,0,2.9864,0.665729,0.8362414589170934,0.10955296122052961,0.054204945712498
22,10177,True,a,2019-02-09 15:15:00,w,143,Atletico Madrid,ATL,150,Real Madrid,RMA,1,3,1.02136,1.4515,0.2657811509017733,0.2641101173096037,0.4701087317355654
23,10189,True,h,2019-02-17 11:00:00,l,150,Real Madrid,RMA,223,Girona,GIR,1,2,1.74859,3.23428,0.18110479651157702,0.1502802107472291,0.6686133245872586
24,10199,True,a,2019-02-24 19:45:00,w,151,Levante,LEV,150,Real Madrid,RMA,1,2,1.43781,2.7512,0.18074695928386303,0.16809823924170367,0.651154571073683
25,10207,True,h,2019-03-02 19:45:00,l,150,Real Madrid,RMA,148,Barcelona,BAR,0,1,0.7937,1.25228,0.23553046314033113,0.2933989130937938,0.4710706237589389
26,10218,True,a,2019-03-10 19:45:00,w,231,Real Valladolid,VAL,150,Real Madrid,RMA,1,4,2.02975,2.61033,0.3040300785379565,0.18496564490795678,0.5110041525378005
27,10231,True,h,2019-03-16 15:15:00,w,150,Real Madrid,RMA,152,Celta Vigo,CEL,2,0,3.02092,0.32231,0.9002673873843292,0.07905026278616145,0.020681620058085312
28,10246,True,h,2019-03-31 18:45:00,w,150,Real Madrid,RMA,232,SD Huesca,HUE,3,2,4.62852,1.37203,0.8767088241863495,0.06994191133948413,0.0532493864924899
29,10256,True,a,2019-04-03 20:30:00,l,146,Valencia,VAL,150,Real Madrid,RMA,2,1,1.76708,0.852925,0.5903203112481525,0.23149125321520297,0.1781884347861076
30,10260,True,h,2019-04-06 15:15:00,w,150,Real Madrid,RMA,156,Eibar,EIB,2,1,1.70378,0.679412,0.6207360022976558,0.23422894312727172,0.14503505411448975
31,10275,True,a,2019-04-15 20:00:00,d,159,Leganes,LEG,150,Real Madrid,RMA,1,1,0.651235,1.20942,0.1995980290725316,0.3044461281952973,0.49595584272789595
32,10279,True,h,2019-04-21 15:15:00,w,150,Real Madrid,RMA,147,Athletic Club,ATH,3,0,1.94223,0.536637,0.71027977032228,0.19680536283435723,0.09291486421162927
33,10294,True,a,2019-04-25 20:30:00,d,142,Getafe,GET,150,Real Madrid,RMA,0,0,0.56694,1.53593,0.13533926824684764,0.25394515061303863,0.6107155810264622
34,10302,True,a,2019-04-28 19:45:00,l,145,Rayo Vallecano,RVL,150,Real Madrid,RMA,1,0,1.54574,0.460117,0.643800408743695,0.2486566285472553,0.10754296258514673
35,10312,True,h,2019-05-05 15:15:00,w,150,Real Madrid,RMA,154,Villarreal,VIL,3,2,3.13671,0.641476,0.8561522606213346,0.09789173224147642,0.04595485449331183
36,10326,True,a,2019-05-12 17:30:00,l,140,Real Sociedad,SOC,150,Real Madrid,RMA,3,1,2.53737,0.901711,0.7280289569323373,0.1598802784535864,0.1120906811664357
37,10328,True,h,2019-05-19 10:00:00,l,150,Real Madrid,RMA,153,Real Betis,BET,0,2,0.843734,1.71988,0.1818730680613724,0.2365159090424702,0.5816110223736545
0,12023,True,a,2019-08-17 16:00:00,w,152,Celta Vigo,CEL,150,Real Madrid,RMA,1,3,1.51166,1.99723,0.2932122324843192,0.21626266620381457,0.49052509741896144
1,12034,True,h,2019-08-24 18:00:00,d,150,Real Madrid,RMA,231,Real Valladolid,VAL,1,1,1.72798,1.22209,0.4925349979450458,0.23686393925633958,0.2706010622372602
2,12052,True,a,2019-09-01 20:00:00,d,154,Villarreal,VIL,150,Real Madrid,RMA,2,2,2.13825,1.76659,0.4688757179969231,0.2065737800911592,0.3245504918860023
3,12060,True,h,2019-09-14 11:00:00,w,150,Real Madrid,RMA,151,Levante,LEV,3,2,3.3111,1.81125,0.6688019463152688,0.14825732552729962,0.18293851832263902
4,12068,True,a,2019-09-22 19:00:00,w,138,Sevilla,SEV,150,Real Madrid,RMA,0,1,0.394624,1.23916,0.11778185690356213,0.30296007275825443,0.579258070332198
5,12078,True,h,2019-09-25 19:00:00,w,150,Real Madrid,RMA,157,Osasuna,OSA,2,0,1.98715,0.11469,0.8317051804913825,0.15171657680915324,0.016578239142755007
6,12085,True,a,2019-09-28 19:00:00,d,143,Atletico Madrid,ATL,150,Real Madrid,RMA,0,0,0.819412,0.379757,0.43660993299663614,0.40280197230243575,0.1605880947009101
7,12099,True,h,2019-10-05 15:00:00,w,150,Real Madrid,RMA,155,Granada,GRA,4,2,2.7833,1.6065,0.6231240392880609,0.1710145202509545,0.20586117415021277
8,12110,True,a,2019-10-19 20:00:00,l,239,Mallorca,MAL,150,Real Madrid,RMA,1,0,0.245649,0.808026,0.10662824535954597,0.4213695143388981,0.4720022403015415
9,12130,True,h,2019-10-30 20:15:00,w,150,Real Madrid,RMA,159,Leganes,LEG,5,0,5.60648,0.240435,0.9895482744315619,0.008309217783933377,0.0014182919686501043
10,12139,True,h,2019-11-02 20:00:00,d,150,Real Madrid,RMA,153,Real Betis,BET,0,0,2.81646,0.437853,0.8609377762448279,0.10307012087447602,0.03599179466062784
11,12148,True,a,2019-11-09 17:30:00,w,156,Eibar,EIB,150,Real Madrid,RMA,0,4,0.88387,2.84489,0.08814777759649742,0.1348565914350827,0.7769952819460371
12,12160,True,h,2019-11-23 20:00:00,w,150,Real Madrid,RMA,140,Real Sociedad,SOC,3,1,1.69928,1.41126,0.4443888850412665,0.23546812172115109,0.3201429927571984
13,12163,True,a,2019-11-30 12:00:00,w,158,Alaves,ALA,150,Real Madrid,RMA,1,2,1.10771,2.08673,0.19463202888676143,0.20678191095855095,0.5985860534023248
14,12180,True,h,2019-12-07 12:00:00,w,150,Real Madrid,RMA,141,Espanyol,ESP,2,0,2.55366,0.286726,0.8633298536849019,0.10966050684594025,0.027009548991580253
15,12192,True,a,2019-12-15 20:00:00,d,146,Valencia,VAL,150,Real Madrid,RMA,1,1,2.28638,1.97126,0.4598302284540264,0.19806461015596263,0.3421051361073441
16,12113,True,a,2019-12-18 19:00:00,d,148,Barcelona,BAR,150,Real Madrid,RMA,0,0,0.72288,0.844042,0.2866758117033989,0.35680494783860184,0.3565192404579691
17,12200,True,h,2019-12-22 20:00:00,d,150,Real Madrid,RMA,147,Athletic Club,ATH,0,0,2.95373,0.415201,0.8784624834319967,0.09149731974650949,0.030039642621340464
18,12207,True,a,2020-01-04 15:00:00,w,142,Getafe,GET,150,Real Madrid,RMA,0,3,1.26627,2.09016,0.22720997350167638,0.20943204299016482,0.5633579766026228
19,12221,True,h,2020-01-18 15:00:00,w,150,Real Madrid,RMA,138,Sevilla,SEV,2,1,1.37156,0.373928,0.6239316943083819,0.2762394668206657,0.09982883884669877
20,12232,True,a,2020-01-26 20:00:00,w,231,Real Valladolid,VAL,150,Real Madrid,RMA,0,1,0.190691,0.5486,0.10547370233147609,0.5287216479965557,0.3658046496719682
21,12238,True,h,2020-02-01 15:00:00,w,150,Real Madrid,RMA,143,Atletico Madrid,ATL,1,0,1.08227,0.454401,0.5112209366936304,0.3346151193313243,0.15416394397413588
22,12246,True,a,2020-02-09 15:00:00,w,157,Osasuna,OSA,150,Real Madrid,RMA,1,4,0.68297,2.74949,0.06706156029706499,0.1281503832944085,0.8047878278304739
23,12259,True,h,2020-02-16 20:00:00,d,150,Real Madrid,RMA,152,Celta Vigo,CEL,2,2,1.90404,1.17019,0.5448925153529682,0.22295722783515529,0.23215025478475107
24,12269,True,a,2020-02-22 20:00:00,l,151,Levante,LEV,150,Real Madrid,RMA,1,0,0.70752,1.90806,0.13065719371546783,0.21060406946096583,0.6587387347418733
25,12279,True,h,2020-03-01 20:00:00,w,150,Real Madrid,RMA,148,Barcelona,BAR,2,0,1.0617,1.52303,0.2643815137661502,0.2564754543933083,0.4791430317384898
26,12286,True,a,2020-03-08 20:00:00,l,153,Real Betis,BET,150,Real Madrid,RMA,2,1,1.33577,1.39172,0.3588897377852642,0.2565523896792607,0.3845578724889844
27,12296,True,h,2020-06-14 17:30:00,w,150,Real Madrid,RMA,156,Eibar,EIB,3,1,1.27218,0.434682,0.5770006858262429,0.29651937217768015,0.12647994198746665
28,12308,True,h,2020-06-18 20:00:00,w,150,Real Madrid,RMA,146,Valencia,VAL,3,0,2.02374,0.156776,0.8259261204147149,0.15177538352654224,0.02229849153879778
29,12320,True,a,2020-06-21 20:00:00,w,140,Real Sociedad,SOC,150,Real Madrid,RMA,1,2,0.482127,1.30503,0.13692628316362634,0.29056061189819327,0.5725131049259398
30,12329,True,h,2020-06-24 20:00:00,w,150,Real Madrid,RMA,239,Mallorca,MAL,2,0,1.3538,0.573505,0.5600384564735228,0.2824589460276932,0.15750259747850476
31,12336,True,a,2020-06-28 20:00:00,w,141,Espanyol,ESP,150,Real Madrid,RMA,0,1,1.00521,2.41536,0.13981265303171372,0.17542987864249168,0.6847574237035503
32,12349,True,h,2020-07-02 20:00:00,w,150,Real Madrid,RMA,142,Getafe,GET,1,0,1.75594,0.35097,0.7235468016888316,0.20893042811614465,0.06752276950532478
33,12353,True,a,2020-07-05 12:00:00,w,147,Athletic Club,ATH,150,Real Madrid,RMA,0,1,0.240102,2.90047,0.01613628808436266,0.07905220956530963,0.9048110592070929
34,12372,True,h,2020-07-10 20:00:00,w,150,Real Madrid,RMA,158,Alaves,ALA,2,0,2.35582,1.31041,0.6068281679842378,0.19092022912088338,0.2022515704514296
35,12376,True,a,2020-07-13 20:00:00,w,155,Granada,GRA,150,Real Madrid,RMA,1,2,0.930144,0.527843,0.43725423898176197,0.3617674164457322,0.2009783445723977
36,12390,True,h,2020-07-16 19:00:00,w,150,Real Madrid,RMA,154,Villarreal,VIL,2,1,1.69772,1.14058,0.5039932768268283,0.24006239098792537,0.2559443317442723
37,12396,True,a,2020-07-19 19:00:00,d,159,Leganes,LEG,150,Real Madrid,RMA,2,2,1.16055,1.06489,0.37950782762551466,0.2888866862835612,0.33160548608778917
0,14152,True,a,2020-09-20 19:00:00,d,140,Real Sociedad,SOC,150,Real Madrid,RMA,0,0,0.718119,0.769069,0.3004358293810815,0.3691561730625847,0.33040799755632416
1,14157,True,a,2020-09-26 19:00:00,w,153,Real Betis,BET,150,Real Madrid,RMA,2,3,1.41465,3.86499,0.09061849325116783,0.10407758468018825,0.8052904366182995
2,14169,True,h,2020-09-30 19:30:00,w,150,Real Madrid,RMA,231,Real Valladolid,VAL,1,0,2.64599,0.540187,0.8210315293705961,0.12518174238359148,0.05378658675253879
3,14819,True,a,2020-10-04 14:00:00,w,151,Levante,LEV,150,Real Madrid,RMA,0,2,0.577329,1.87714,0.10617286600424315,0.20748701313441065,0.6863401191845566
4,14833,True,h,2020-10-17 16:30:00,l,150,Real Madrid,RMA,261,Cadiz,CAD,0,1,1.1359,1.768,0.2440994959699901,0.23415470906475452,0.5217457942077276
5,14836,True,a,2020-10-24 14:00:00,w,148,Barcelona,BAR,150,Real Madrid,RMA,1,3,1.57351,3.20848,0.15760605498411676,0.14568377813033973,0.6967086522958913
6,14852,True,h,2020-10-31 13:00:00,w,150,Real Madrid,RMA,232,SD Huesca,HUE,4,1,2.23898,0.79915,0.7006278115710884,0.18057536919959166,0.11879680237560501
7,14862,True,a,2020-11-08 20:00:00,l,146,Valencia,VAL,150,Real Madrid,RMA,4,1,2.34693,1.05824,0.660630914077067,0.18341479644601177,0.1559542585798217
8,14874,True,a,2020-11-21 15:15:00,d,154,Villarreal,VIL,150,Real Madrid,RMA,1,1,1.72712,0.652049,0.6334927100234381,0.2302559032721382,0.13625138615170423
9,14880,True,h,2020-11-28 20:00:00,l,150,Real Madrid,RMA,158,Alaves,ALA,1,2,1.66068,2.35024,0.2710075730677489,0.19631389986108436,0.5326784952849837
10,14889,True,a,2020-12-05 15:15:00,w,138,Sevilla,SEV,150,Real Madrid,RMA,0,1,0.533909,1.69653,0.11199635347303877,0.22923203839626632,0.6587716076957257
11,14903,True,h,2020-12-12 20:00:00,w,150,Real Madrid,RMA,143,Atletico Madrid,ATL,2,0,0.6517,0.784775,0.2724738101562398,0.3758264143275051,0.3516997755162443
12,14906,True,h,2020-12-15 21:00:00,w,150,Real Madrid,RMA,147,Athletic Club,ATH,3,1,2.58032,0.728304,0.7721938750708911,0.1451645924916365,0.08264142928954678
13,14911,True,a,2020-12-20 20:00:00,w,156,Eibar,EIB,150,Real Madrid,RMA,1,3,0.642099,2.35916,0.0832595878815389,0.15885733084170664,0.7578830482522466
14,14921,True,h,2020-12-23 18:45:00,w,150,Real Madrid,RMA,155,Granada,GRA,2,0,2.04414,0.79963,0.6634541460052059,0.20005630343948475,0.13648954540022212
15,14934,True,a,2020-12-30 20:30:00,d,207,Elche,ELC,150,Real Madrid,RMA,1,1,1.02416,1.55495,0.24963950355918402,0.2541178446656584,0.496242651640445
16,14943,True,h,2021-01-02 20:00:00,w,150,Real Madrid,RMA,152,Celta Vigo,CEL,2,0,1.24672,0.564784,0.5313237722302128,0.3003790070495404,0.16829722071373598
17,14954,True,a,2021-01-09 20:00:00,d,157,Osasuna,OSA,150,Real Madrid,RMA,0,0,0.589148,0.42235,0.3259095519427412,0.45995278714241344,0.21413766091484543
18,14968,True,a,2021-01-23 20:00:00,w,158,Alaves,ALA,150,Real Madrid,RMA,1,4,0.762571,1.42254,0.20085841122601167,0.27182287949035805,0.5273187092436411
19,14984,True,h,2021-01-30 15:15:00,l,150,Real Madrid,RMA,151,Levante,LEV,1,2,1.23555,1.82881,0.2579852154713653,0.22903512008999552,0.5129796632468824
20,14992,True,a,2021-02-06 15:15:00,w,232,SD Huesca,HUE,150,Real Madrid,RMA,1,2,0.920971,3.53921,0.05737537787461764,0.09365622062155492,0.8489635409424742
21,14142,True,h,2021-02-09 20:00:00,w,150,Real Madrid,RMA,142,Getafe,GET,2,0,1.86359,0.0930356,0.8180874819633303,0.1669219873951915,0.014990529118269216
22,15005,True,h,2021-02-14 15:15:00,w,150,Real Madrid,RMA,146,Valencia,VAL,2,0,0.862855,0.0596554,0.5566895868771372,0.41824659956035576,0.025063813562469676
23,15016,True,a,2021-02-20 20:00:00,w,231,Real Valladolid,VAL,150,Real Madrid,RMA,0,1,0.909714,1.30987,0.2592977352787593,0.2822036452431334,0.4584986194651471
24,15025,True,h,2021-03-01 20:00:00,d,150,Real Madrid,RMA,140,Real Sociedad,SOC,1,1,1.98534,1.21953,0.5515102495300748,0.2168891827914033,0.23160056415939057
25,15029,True,a,2021-03-07 15:15:00,d,143,Atletico Madrid,ATL,150,Real Madrid,RMA,1,1,1.9832,1.88411,0.4140923356740302,0.21062829244227513,0.37527936665767814
26,15046,True,h,2021-03-13 15:15:00,w,150,Real Madrid,RMA,207,Elche,ELC,2,1,1.72628,0.726991,0.61336431479725,0.23293507551099638,0.15370060914262146
27,15051,True,a,2021-03-20 15:15:00,w,152,Celta Vigo,CEL,150,Real Madrid,RMA,1,3,0.686996,2.79574,0.06527264255258372,0.124897666081335,0.809829410114802
28,15064,True,h,2021-04-03 14:15:00,w,150,Real Madrid,RMA,156,Eibar,EIB,2,0,1.96177,0.299961,0.7772533611426814,0.175099117848389,0.04764751800589309
29,15074,True,h,2021-04-10 19:00:00,w,150,Real Madrid,RMA,148,Barcelona,BAR,2,1,1.64993,1.15567,0.4889384541590579,0.24388296702165824,0.26717857851787813
30,15103,True,a,2021-04-18 19:00:00,d,142,Getafe,GET,150,Real Madrid,RMA,0,0,2.19426,0.618079,0.7361976528159545,0.17367973068704534,0.09012260351608795
31,15082,True,a,2021-04-21 20:00:00,w,261,Cadiz,CAD,150,Real Madrid,RMA,0,3,1.31917,3.52537,0.10013774444924438,0.11677823495651027,0.7830793785377627
32,15092,True,h,2021-04-24 19:00:00,d,150,Real Madrid,RMA,153,Real Betis,BET,0,0,0.985387,0.898058,0.3636783538503777,0.31949921282130767,0.3168224333280049
33,15117,True,h,2021-05-01 19:00:00,w,150,Real Madrid,RMA,157,Osasuna,OSA,2,0,1.6256,0.0721582,0.7802819912990426,0.20520854364270966,0.014509464813381652
34,15124,True,h,2021-05-09 19:00:00,d,150,Real Madrid,RMA,138,Sevilla,SEV,2,2,0.99637,1.07261,0.3293375826815583,0.3019582731324946,0.36870414418485953
35,15131,True,a,2021-05-13 20:00:00,w,155,Granada,GRA,150,Real Madrid,RMA,1,4,1.69529,1.39286,0.44734399903570016,0.2361540576485011,0.3165019428551175
36,15139,True,a,2021-05-16 16:30:00,w,147,Athletic Club,ATH,150,Real Madrid,RMA,0,1,0.705495,1.21866,0.21463957144937598,0.30122384149801307,0.48413658704785884
37,15154,True,h,2021-05-22 16:00:00,w,150,Real Madrid,RMA,154,Villarreal,VIL,2,1,0.804298,0.614418,0.3681007445012727,0.3772401591718405,0.25465909632687284
0,17140,True,a,2021-08-14 20:00:00,w,158,Alaves,ALA,150,Real Madrid,RMA,1,4,1.41097,2.15551,0.24829813962878633,0.206361839263535,0.5453400107711254
1,17153,True,a,2021-08-22 20:00:00,d,151,Levante,LEV,150,Real Madrid,RMA,3,3,1.63837,2.14125,0.29752163360599965,0.20749166616101786,0.49498669051188054
2,17161,True,a,2021-08-28 20:00:00,w,153,Real Betis,BET,150,Real Madrid,RMA,0,1,0.420687,0.94097,0.16030447591774974,0.3681584519076526,0.4715370721744703
3,17173,True,h,2021-09-12 19:00:00,w,150,Real Madrid,RMA,152,Celta Vigo,CEL,5,2,3.03734,1.99062,0.5932316102100473,0.16585608804731572,0.24091151845066905
4,17183,True,a,2021-09-19 19:00:00,w,146,Valencia,VAL,150,Real Madrid,RMA,1,2,0.647432,1.36343,0.17711506088921433,0.28082976612188626,0.5420551729665458
5,17190,True,h,2021-09-22 20:00:00,w,150,Real Madrid,RMA,239,Mallorca,MAL,6,1,2.3746,1.19165,0.6361806892275575,0.18612614947055678,0.17769312539731533
6,17202,True,h,2021-09-25 19:00:00,d,150,Real Madrid,RMA,154,Villarreal,VIL,0,0,1.53636,0.666401,0.5832353628067001,0.2560992201292377,0.1606654169499772
7,17207,True,a,2021-10-03 14:15:00,l,141,Espanyol,ESP,150,Real Madrid,RMA,2,1,1.29119,1.62384,0.3045879720934293,0.24327553944111197,0.4521364882135771
8,17234,True,a,2021-10-24 14:15:00,w,148,Barcelona,BAR,150,Real Madrid,RMA,1,2,1.58789,1.5463,0.3904768156612002,0.23698173873300485,0.3725414453029281
9,17237,True,h,2021-10-27 19:30:00,d,150,Real Madrid,RMA,157,Osasuna,OSA,0,0,0.655438,0.71046,0.2890376688844537,0.38853464751596517,0.3224276835995781
10,17246,True,a,2021-10-30 12:00:00,w,207,Elche,ELC,150,Real Madrid,RMA,1,2,1.15068,1.60735,0.2728965304570105,0.24747673317455518,0.4796267361560313
11,17263,True,h,2021-11-06 20:00:00,w,150,Real Madrid,RMA,145,Rayo Vallecano,RVL,2,1,2.72626,1.78044,0.5792996852868003,0.17765661646617462,0.24304349177597095
12,17270,True,a,2021-11-21 15:15:00,w,155,Granada,GRA,150,Real Madrid,RMA,1,4,0.56422,3.77854,0.023214434664337678,0.059496999842440834,0.917278164048326
13,17283,True,h,2021-11-28 20:00:00,w,150,Real Madrid,RMA,138,Sevilla,SEV,2,1,1.2476,1.30167,0.3537973359853813,0.26685460128821975,0.3793480627080111
14,17222,True,h,2021-12-01 20:00:00,w,150,Real Madrid,RMA,147,Athletic Club,ATH,1,0,1.60531,2.70199,0.21504637875963425,0.17568973734304147,0.6092636997721692
15,17295,True,a,2021-12-04 20:00:00,w,140,Real Sociedad,SOC,150,Real Madrid,RMA,0,2,0.585154,2.19245,0.08456086018093313,0.17151262567147207,0.743926501304796
16,17303,True,h,2021-12-12 20:00:00,w,150,Real Madrid,RMA,143,Atletico Madrid,ATL,2,0,0.587828,0.769681,0.2510140586415977,0.3875626621175182,0.36142327924087664
17,17313,True,h,2021-12-19 20:00:00,d,150,Real Madrid,RMA,261,Cadiz,CAD,0,0,2.79615,0.242189,0.8958174869300434,0.0862865436112489,0.017895687695142756
18,17336,True,a,2021-12-22 20:30:00,w,147,Athletic Club,ATH,150,Real Madrid,RMA,1,2,1.0933,1.58518,0.2622365477207562,0.2503177688030346,0.48744568330087856
19,17323,True,a,2022-01-02 13:00:00,l,142,Getafe,GET,150,Real Madrid,RMA,1,0,0.900039,0.913167,0.33272130206146455,0.3274026053923025,0.33987609254608175
20,17331,True,h,2022-01-08 20:00:00,w,150,Real Madrid,RMA,146,Valencia,VAL,4,1,4.1129,1.12054,0.8695061727154347,0.07781659882084337,0.05264995453781243
21,17351,True,h,2022-01-23 15:15:00,d,150,Real Madrid,RMA,207,Elche,ELC,2,2,3.82847,0.725434,0.900057925099812,0.06753952031190454,0.032390458929051714
22,17363,True,h,2022-02-06 20:00:00,w,150,Real Madrid,RMA,155,Granada,GRA,1,0,1.47173,0.39522,0.6442371969775692,0.25846773523273087,0.09729506772610735
23,17375,True,a,2022-02-12 15:15:00,d,154,Villarreal,VIL,150,Real Madrid,RMA,0,0,0.460031,2.11101,0.06805990602608537,0.17079868316448413,0.7611414029582585
24,17383,True,h,2022-02-19 20:00:00,w,150,Real Madrid,RMA,158,Alaves,ALA,3,0,3.02281,0.63724,0.845354745759717,0.10493843758898345,0.04970608128840896
25,17394,True,a,2022-02-26 17:30:00,w,145,Rayo Vallecano,RVL,150,Real Madrid,RMA,0,1,1.19813,1.92697,0.23510923822088023,0.22130547653955346,0.5435852828643275
26,17403,True,h,2022-03-05 20:00:00,w,150,Real Madrid,RMA,140,Real Sociedad,SOC,4,1,2.08769,0.743278,0.6859117707354541,0.19267982716873933,0.12140839530402234
27,17409,True,a,2022-03-14 20:00:00,w,239,Mallorca,MAL,150,Real Madrid,RMA,0,3,1.17685,1.81712,0.2462726766960551,0.2300553939994243,0.5236719282125702
28,17422,True,h,2022-03-20 20:00:00,l,150,Real Madrid,RMA,148,Barcelona,BAR,0,4,0.627785,4.25983,0.018619985777383868,0.045933462273223785,0.9354062121667168
29,17430,True,a,2022-04-02 16:30:00,w,152,Celta Vigo,CEL,150,Real Madrid,RMA,1,2,1.07389,2.94585,0.10748364136555079,0.1390437817148939,0.7534720405887982
30,17441,True,h,2022-04-09 19:00:00,w,150,Real Madrid,RMA,142,Getafe,GET,2,0,1.62196,0.407933,0.6774072715779215,0.23373450694820397,0.08885822123630067
31,17453,True,a,2022-04-17 19:00:00,w,138,Sevilla,SEV,150,Real Madrid,RMA,2,3,1.17236,1.53527,0.29049857405345025,0.2528635514378422,0.4566378743929427
32,17463,True,a,2022-04-20 19:30:00,w,157,Osasuna,OSA,150,Real Madrid,RMA,1,3,0.872915,4.60461,0.024475679008255324,0.04763582921404181,0.9277940303836941
33,17471,True,h,2022-04-30 14:15:00,w,150,Real Madrid,RMA,141,Espanyol,ESP,4,0,2.31704,1.64156,0.5299895346284739,0.19803407468338505,0.2719763641991369
